,Date,Year,Month,Day
873,2009-08-31,2009,08,31
874,2009-09-01,2009,09,01
875,2009-09-03,2009,09,03
876,2009-09-04,2009,09,04
877,2009-09-05,2009,09,05
878,2009-09-06,2009,09,06
879,2009-09-07,2009,09,07
880,2009-09-09,2009,09,09
881,2009-09-10,2009,09,10
882,2009-09-11,2009,09,11
883,2009-09-12,2009,09,12
884,2009-09-13,2009,09,13
885,2009-09-14,2009,09,14
886,2009-09-15,2009,09,15
887,2009-09-16,2009,09,16
888,2009-09-17,2009,09,17
889,2009-09-18,2009,09,18
890,2009-09-19,2009,09,19
891,2009-09-21,2009,09,21
892,2009-09-22,2009,09,22
893,2009-09-23,2009,09,23
894,2009-09-24,2009,09,24
895,2009-09-25,2009,09,25
896,2009-09-26,2009,09,26
897,2009-09-27,2009,09,27
898,2009-09-28,2009,09,28
899,2009-09-29,2009,09,29
900,2009-09-30,2009,09,30
901,2009-10-01,2009,10,01
902,2009-10-02,2009,10,02
903,2009-10-03,2009,10,03
904,2009-10-04,2009,10,04
905,2009-10-05,2009,10,05
906,2009-10-06,2009,10,06
907,2009-10-07,2009,10,07
908,2009-10-08,2009,10,08
909,2009-10-09,2009,10,09
910,2009-10-10,2009,10,10
911,2009-10-11,2009,10,11
912,2009-10-12,2009,10,12
913,2009-10-13,2009,10,13
914,2009-10-14,2009,10,14
915,2009-10-15,2009,10,15
916,2009-10-16,2009,10,16
917,2009-10-17,2009,10,17
918,2009-10-18,2009,10,18
919,2009-10-20,2009,10,20
920,2009-10-21,2009,10,21
921,2009-10-22,2009,10,22
922,2009-10-23,2009,10,23
923,2009-10-24,2009,10,24
924,2009-10-25,2009,10,25
925,2009-10-26,2009,10,26
926,2009-10-27,2009,10,27
927,2009-10-28,2009,10,28
928,2009-10-29,2009,10,29
929,2009-10-30,2009,10,30
930,2009-10-31,2009,10,31
931,2009-11-02,2009,11,02
932,2009-11-03,2009,11,03
933,2009-11-05,2009,11,05
934,2009-11-06,2009,11,06
935,2009-11-07,2009,11,07
936,2009-11-08,2009,11,08
937,2009-11-13,2009,11,13
938,2009-11-15,2009,11,15
939,2009-11-16,2009,11,16
940,2009-11-17,2009,11,17
941,2009-11-19,2009,11,19
942,2009-11-21,2009,11,21
943,2009-11-22,2009,11,22
944,2009-11-23,2009,11,23
945,2009-11-24,2009,11,24
946,2009-11-25,2009,11,25
947,2009-11-26,2009,11,26
948,2009-11-27,2009,11,27
949,2009-11-28,2009,11,28
950,2009-11-29,2009,11,29
951,2009-12-02,2009,12,02
952,2009-12-03,2009,12,03
953,2009-12-04,2009,12,04
954,2009-12-06,2009,12,06
955,2009-12-09,2009,12,09
956,2009-12-10,2009,12,10
957,2009-12-11,2009,12,11
958,2009-12-13,2009,12,13
959,2009-12-14,2009,12,14
960,2009-12-15,2009,12,15
961,2009-12-16,2009,12,16
962,2009-12-17,2009,12,17
963,2009-12-18,2009,12,18
964,2009-12-19,2009,12,19
965,2009-12-22,2009,12,22
966,2009-12-23,2009,12,23
967,2009-12-25,2009,12,25
968,2009-12-26,2009,12,26
969,2009-12-28,2009,12,28
970,2009-12-29,2009,12,29
971,2009-12-30,2009,12,30
972,2010-01-01,2010,01,01
973,2010-01-04,2010,01,04
974,2010-01-06,2010,01,06
975,2010-01-09,2010,01,09
976,2010-01-10,2010,01,10
977,2010-01-13,2010,01,13
978,2010-01-15,2010,01,15
979,2010-01-16,2010,01,16
980,2010-01-17,2010,01,17
981,2010-01-21,2010,01,21
982,2010-01-22,2010,01,22
983,2010-01-23,2010,01,23
984,2010-01-24,2010,01,24
985,2010-01-25,2010,01,25
986,2010-01-26,2010,01,26
987,2010-01-28,2010,01,28
988,2010-01-29,2010,01,29
989,2010-01-30,2010,01,30
990,2010-01-31,2010,01,31
991,2010-02-01,2010,02,01
992,2010-02-02,2010,02,02
993,2010-02-03,2010,02,03
994,2010-02-04,2010,02,04
995,2010-02-05,2010,02,05
996,2010-02-06,2010,02,06
997,2010-02-07,2010,02,07
998,2010-02-08,2010,02,08
999,2010-02-09,2010,02,09
1000,2010-02-11,2010,02,11
1001,2010-02-13,2010,02,13
1002,2010-02-14,2010,02,14
1003,2010-02-15,2010,02,15
1004,2010-02-16,2010,02,16
1005,2010-02-18,2010,02,18
1006,2010-02-19,2010,02,19
1007,2010-02-20,2010,02,20
1008,2010-02-23,2010,02,23
1009,2010-02-24,2010,02,24
1010,2010-02-25,2010,02,25
1011,2010-02-26,2010,02,26
1012,2010-02-27,2010,02,27
1013,2010-02-28,2010,02,28
1014,2010-03-01,2010,03,01
1015,2010-03-02,2010,03,02
1016,2010-03-03,2010,03,03
1017,2010-03-04,2010,03,04
1018,2010-03-05,2010,03,05
1019,2010-03-06,2010,03,06
1020,2010-03-07,2010,03,07
1021,2010-03-09,2010,03,09
1022,2010-03-10,2010,03,10
1023,2010-03-12,2010,03,12
1024,2010-03-13,2010,03,13
1025,2010-03-15,2010,03,15
1026,2010-03-16,2010,03,16
1027,2010-03-17,2010,03,17
1028,2010-03-18,2010,03,18
1029,2010-03-19,2010,03,19
1030,2010-03-20,2010,03,20
1031,2010-03-21,2010,03,21
1032,2010-03-22,2010,03,22
1033,2010-03-23,2010,03,23
1034,2010-03-24,2010,03,24
1035,2010-03-25,2010,03,25
1036,2010-03-26,2010,03,26
1037,2010-03-27,2010,03,27
1038,2010-03-28,2010,03,28
1039,2010-03-29,2010,03,29
1040,2010-03-30,2010,03,30
1041,2010-03-31,2010,03,31
1042,2010-04-01,2010,04,01
1043,2010-04-02,2010,04,02
1044,2010-04-03,2010,04,03
1045,2010-04-04,2010,04,04
1046,2010-04-05,2010,04,05
1047,2010-04-06,2010,04,06
1048,2010-04-07,2010,04,07
1049,2010-04-08,2010,04,08
1050,2010-04-09,2010,04,09
1051,2010-04-10,2010,04,10
1052,2010-04-11,2010,04,11
1053,2010-04-12,2010,04,12
1054,2010-04-13,2010,04,13
1055,2010-04-14,2010,04,14
1056,2010-04-15,2010,04,15
1057,2010-04-16,2010,04,16
1058,2010-04-17,2010,04,17
1059,2010-04-18,2010,04,18
1060,2010-04-19,2010,04,19
1061,2010-04-20,2010,04,20
1062,2010-04-21,2010,04,21
1063,2010-04-22,2010,04,22
1064,2010-04-23,2010,04,23
1065,2010-04-24,2010,04,24
1066,2010-04-25,2010,04,25
1067,2010-04-26,2010,04,26
1068,2010-04-27,2010,04,27
1069,2010-04-28,2010,04,28
1070,2010-04-29,2010,04,29
1071,2010-04-30,2010,04,30
1072,2010-05-01,2010,05,01
1073,2010-05-02,2010,05,02
1074,2010-05-03,2010,05,03
1075,2010-05-04,2010,05,04
1076,2010-05-05,2010,05,05
1077,2010-05-06,2010,05,06
1078,2010-05-07,2010,05,07
1079,2010-05-08,2010,05,08
1080,2010-05-09,2010,05,09
1081,2010-05-10,2010,05,10
1082,2010-05-11,2010,05,11
1083,2010-05-12,2010,05,12
1084,2010-05-13,2010,05,13
1085,2010-05-14,2010,05,14
1086,2010-05-15,2010,05,15
1087,2010-05-16,2010,05,16
1088,2010-05-17,2010,05,17
1089,2010-05-18,2010,05,18
1090,2010-05-19,2010,05,19
1091,2010-05-20,2010,05,20
1092,2010-05-21,2010,05,21
1093,2010-05-22,2010,05,22
1094,2010-05-23,2010,05,23
1095,2010-05-24,2010,05,24
1096,2010-05-25,2010,05,25
1097,2010-05-26,2010,05,26
1098,2010-05-27,2010,05,27
1099,2010-05-28,2010,05,28
1100,2010-05-29,2010,05,29
1101,2010-05-30,2010,05,30
1102,2010-05-31,2010,05,31
1103,2010-06-01,2010,06,01
1104,2010-06-02,2010,06,02
1105,2010-06-03,2010,06,03
1106,2010-06-04,2010,06,04
1107,2010-06-05,2010,06,05
1108,2010-06-06,2010,06,06
1109,2010-06-07,2010,06,07
1110,2010-06-08,2010,06,08
1111,2010-06-09,2010,06,09
1112,2010-06-10,2010,06,10
1113,2010-06-11,2010,06,11
1114,2010-06-12,2010,06,12
1115,2010-06-13,2010,06,13
1116,2010-06-14,2010,06,14
1117,2010-06-15,2010,06,15
1118,2010-06-16,2010,06,16
1119,2010-06-17,2010,06,17
1120,2010-06-18,2010,06,18
1121,2010-06-19,2010,06,19
1122,2010-06-20,2010,06,20
1123,2010-06-21,2010,06,21
1124,2010-06-22,2010,06,22
1125,2010-06-23,2010,06,23
1126,2010-06-24,2010,06,24
1127,2010-06-25,2010,06,25
1128,2010-06-26,2010,06,26
1129,2010-06-27,2010,06,27
1130,2010-06-28,2010,06,28
1131,2010-06-29,2010,06,29
1132,2010-06-30,2010,06,30
1133,2010-07-01,2010,07,01
1134,2010-07-02,2010,07,02
1135,2010-07-03,2010,07,03
1136,2010-07-04,2010,07,04
1137,2010-07-05,2010,07,05
1138,2010-07-06,2010,07,06
1139,2010-07-07,2010,07,07
1140,2010-07-08,2010,07,08
1141,2010-07-09,2010,07,09
1142,2010-07-10,2010,07,10
1143,2010-07-11,2010,07,11
1144,2010-07-12,2010,07,12
1145,2010-07-13,2010,07,13
1146,2010-07-14,2010,07,14
1147,2010-07-15,2010,07,15
1148,2010-07-16,2010,07,16
1149,2010-07-17,2010,07,17
1150,2010-07-18,2010,07,18
1151,2010-07-19,2010,07,19
1152,2010-07-20,2010,07,20
1153,2010-07-21,2010,07,21
1154,2010-07-22,2010,07,22
1155,2010-07-23,2010,07,23
1156,2010-07-24,2010,07,24
1157,2010-07-25,2010,07,25
1158,2010-07-26,2010,07,26
1159,2010-07-27,2010,07,27
1160,2010-07-28,2010,07,28
1161,2010-07-29,2010,07,29
1162,2010-07-30,2010,07,30
1163,2010-07-31,2010,07,31
1164,2010-08-01,2010,08,01
1165,2010-08-02,2010,08,02
1166,2010-08-03,2010,08,03
1167,2010-08-04,2010,08,04
1168,2010-08-05,2010,08,05
1169,2010-08-06,2010,08,06
1170,2010-08-07,2010,08,07
1171,2010-08-08,2010,08,08
1172,2010-08-09,2010,08,09
1173,2010-08-10,2010,08,10
1174,2010-08-11,2010,08,11
1175,2010-08-12,2010,08,12
1176,2010-08-13,2010,08,13
1177,2010-08-14,2010,08,14
1178,2010-08-15,2010,08,15
1179,2010-08-16,2010,08,16
1180,2010-08-17,2010,08,17
1181,2010-08-18,2010,08,18
1182,2010-08-19,2010,08,19
1183,2010-08-20,2010,08,20
1184,2010-08-21,2010,08,21
1185,2010-08-22,2010,08,22
1186,2010-08-23,2010,08,23
1187,2010-08-24,2010,08,24
1188,2010-08-25,2010,08,25
1189,2010-08-26,2010,08,26
1190,2010-08-27,2010,08,27
1191,2010-08-28,2010,08,28
1192,2010-08-29,2010,08,29
1193,2010-08-30,2010,08,30
1194,2010-08-31,2010,08,31
1195,2010-09-01,2010,09,01
1196,2010-09-02,2010,09,02
1197,2010-09-03,2010,09,03
1198,2010-09-04,2010,09,04
1199,2010-09-05,2010,09,05
1200,2010-09-06,2010,09,06
1201,2010-09-07,2010,09,07
1202,2010-09-08,2010,09,08
1203,2010-09-09,2010,09,09
1204,2010-09-10,2010,09,10
1205,2010-09-11,2010,09,11
1206,2010-09-12,2010,09,12
1207,2010-09-13,2010,09,13
1208,2010-09-14,2010,09,14
1209,2010-09-15,2010,09,15
1210,2010-09-16,2010,09,16
1211,2010-09-17,2010,09,17
1212,2010-09-18,2010,09,18
1213,2010-09-19,2010,09,19
1214,2010-09-20,2010,09,20
1215,2010-09-21,2010,09,21
1216,2010-09-22,2010,09,22
1217,2010-09-24,2010,09,24
1218,2010-09-25,2010,09,25
1219,2010-09-26,2010,09,26
1220,2010-09-27,2010,09,27
1221,2010-09-28,2010,09,28
1222,2010-09-29,2010,09,29
1223,2010-09-30,2010,09,30
1224,2010-10-01,2010,10,01
1225,2010-10-02,2010,10,02
1226,2010-10-03,2010,10,03
1227,2010-10-04,2010,10,04
1228,2010-10-05,2010,10,05
1229,2010-10-06,2010,10,06
1230,2010-10-07,2010,10,07
1231,2010-10-08,2010,10,08
1232,2010-10-10,2010,10,10
1233,2010-10-11,2010,10,11
1234,2010-10-12,2010,10,12
1235,2010-10-13,2010,10,13
1236,2010-10-14,2010,10,14
1237,2010-10-16,2010,10,16
1238,2010-10-17,2010,10,17
1239,2010-10-18,2010,10,18
1240,2010-10-19,2010,10,19
1241,2010-10-20,2010,10,20
1242,2010-10-21,2010,10,21
1243,2010-10-22,2010,10,22
1244,2010-10-23,2010,10,23
1245,2010-10-24,2010,10,24
1246,2010-10-25,2010,10,25
1247,2010-10-26,2010,10,26
1248,2010-10-27,2010,10,27
1249,2010-10-28,2010,10,28
1250,2010-10-30,2010,10,30
1251,2010-10-31,2010,10,31
1252,2010-11-01,2010,11,01
1253,2010-11-02,2010,11,02
1254,2010-11-03,2010,11,03
1255,2010-11-04,2010,11,04
1256,2010-11-06,2010,11,06
1257,2010-11-07,2010,11,07
1258,2010-11-09,2010,11,09
1259,2010-11-10,2010,11,10
1260,2010-11-11,2010,11,11
1261,2010-11-13,2010,11,13
1262,2010-11-14,2010,11,14
1263,2010-11-15,2010,11,15
1264,2010-11-17,2010,11,17
1265,2010-11-18,2010,11,18
1266,2010-11-19,2010,11,19
1267,2010-11-20,2010,11,20
1268,2010-11-21,2010,11,21
1269,2010-11-23,2010,11,23
1270,2010-11-24,2010,11,24
1271,2010-11-25,2010,11,25
1272,2010-12-02,2010,12,02
1273,2010-12-04,2010,12,04
1274,2010-12-05,2010,12,05
1275,2010-12-06,2010,12,06
1276,2010-12-07,2010,12,07
1277,2010-12-08,2010,12,08
1278,2010-12-09,2010,12,09
1279,2010-12-10,2010,12,10
1280,2010-12-12,2010,12,12
1281,2010-12-13,2010,12,13
1282,2010-12-16,2010,12,16
1283,2010-12-18,2010,12,18
1284,2010-12-19,2010,12,19
1285,2010-12-20,2010,12,20
1286,2010-12-22,2010,12,22
1287,2010-12-25,2010,12,25
1288,2010-12-26,2010,12,26
1289,2010-12-27,2010,12,27
1290,2010-12-28,2010,12,28
1291,2010-12-29,2010,12,29
1292,2010-12-30,2010,12,30
1293,2010-12-31,2010,12,31
1294,2011-01-01,2011,01,01
1295,2011-01-02,2011,01,02
1296,2011-01-03,2011,01,03
1297,2011-01-04,2011,01,04
1298,2011-01-07,2011,01,07
1299,2011-01-10,2011,01,10
1300,2011-01-11,2011,01,11
1301,2011-01-12,2011,01,12
1302,2011-01-13,2011,01,13
1303,2011-01-16,2011,01,16
1304,2011-01-17,2011,01,17
1305,2011-01-18,2011,01,18
1306,2011-01-23,2011,01,23
1307,2011-01-24,2011,01,24
1308,2011-01-25,2011,01,25
1309,2011-01-28,2011,01,28
1310,2011-01-30,2011,01,30
1311,2011-01-31,2011,01,31
1312,2011-02-01,2011,02,01
1313,2011-02-02,2011,02,02
1314,2011-02-03,2011,02,03
1315,2011-02-04,2011,02,04
1316,2011-02-05,2011,02,05
1317,2011-02-06,2011,02,06
1318,2011-02-07,2011,02,07
1319,2011-02-08,2011,02,08
1320,2011-02-09,2011,02,09
1321,2011-02-10,2011,02,10
1322,2011-02-11,2011,02,11
1323,2011-02-12,2011,02,12
1324,2011-02-13,2011,02,13
1325,2011-02-14,2011,02,14
1326,2011-02-16,2011,02,16
1327,2011-02-19,2011,02,19
1328,2011-02-20,2011,02,20
1329,2011-02-21,2011,02,21
1330,2011-02-22,2011,02,22
1331,2011-02-23,2011,02,23
1332,2011-02-24,2011,02,24
1333,2011-02-25,2011,02,25
1334,2011-02-26,2011,02,26
1335,2011-03-01,2011,03,01
1336,2011-03-02,2011,03,02
1337,2011-03-03,2011,03,03
1338,2011-03-05,2011,03,05
1339,2011-03-06,2011,03,06
1340,2011-03-08,2011,03,08
1341,2011-03-09,2011,03,09
1342,2011-03-10,2011,03,10
1343,2011-03-11,2011,03,11
1344,2011-03-12,2011,03,12
1345,2011-03-13,2011,03,13
1346,2011-03-14,2011,03,14
1347,2011-03-15,2011,03,15
1348,2011-03-17,2011,03,17
1349,2011-03-19,2011,03,19
1350,2011-03-20,2011,03,20
1351,2011-03-21,2011,03,21
1352,2011-03-22,2011,03,22
1353,2011-03-23,2011,03,23
1354,2011-03-24,2011,03,24
1355,2011-03-26,2011,03,26
1356,2011-03-27,2011,03,27
1357,2011-03-28,2011,03,28
1358,2011-03-29,2011,03,29
1359,2011-03-31,2011,03,31
1360,2011-04-01,2011,04,01
1361,2011-04-02,2011,04,02
1362,2011-04-03,2011,04,03
1363,2011-04-04,2011,04,04
1364,2011-04-05,2011,04,05
1365,2011-04-06,2011,04,06
1366,2011-04-07,2011,04,07
1367,2011-04-08,2011,04,08
1368,2011-04-09,2011,04,09
1369,2011-04-10,2011,04,10
1370,2011-04-11,2011,04,11
1371,2011-04-12,2011,04,12
1372,2011-04-13,2011,04,13
1373,2011-04-14,2011,04,14
1374,2011-04-15,2011,04,15
1375,2011-04-16,2011,04,16
1376,2011-04-17,2011,04,17
1377,2011-04-18,2011,04,18
1378,2011-04-19,2011,04,19
1379,2011-04-20,2011,04,20
1380,2011-04-21,2011,04,21
1381,2011-04-22,2011,04,22
1382,2011-04-23,2011,04,23
1383,2011-04-24,2011,04,24
1384,2011-04-25,2011,04,25
1385,2011-04-26,2011,04,26
1386,2011-04-27,2011,04,27
1387,2011-04-28,2011,04,28
1388,2011-04-29,2011,04,29
1389,2011-04-30,2011,04,30
1390,2011-05-01,2011,05,01
1391,2011-05-02,2011,05,02
1392,2011-05-03,2011,05,03
1393,2011-05-04,2011,05,04
1394,2011-05-05,2011,05,05
1395,2011-05-06,2011,05,06
1396,2011-05-07,2011,05,07
1397,2011-05-08,2011,05,08
1398,2011-05-09,2011,05,09
1399,2011-05-10,2011,05,10
1400,2011-05-11,2011,05,11
1401,2011-05-12,2011,05,12
1402,2011-05-13,2011,05,13
1403,2011-05-14,2011,05,14
1404,2011-05-15,2011,05,15
1405,2011-05-16,2011,05,16
1406,2011-05-17,2011,05,17
1407,2011-05-18,2011,05,18
1408,2011-05-19,2011,05,19
1409,2011-05-20,2011,05,20
1410,2011-05-21,2011,05,21
1411,2011-05-22,2011,05,22
1412,2011-05-23,2011,05,23
1413,2011-05-24,2011,05,24
1414,2011-05-25,2011,05,25
1415,2011-05-26,2011,05,26
1416,2011-05-27,2011,05,27
1417,2011-05-28,2011,05,28
1418,2011-05-29,2011,05,29
1419,2011-05-30,2011,05,30
1420,2011-05-31,2011,05,31
1421,2011-06-01,2011,06,01
1422,2011-06-02,2011,06,02
1423,2011-06-03,2011,06,03
1424,2011-06-04,2011,06,04
1425,2011-06-05,2011,06,05
1426,2011-06-06,2011,06,06
1427,2011-06-07,2011,06,07
1428,2011-06-08,2011,06,08
1429,2011-06-09,2011,06,09
1430,2011-06-10,2011,06,10
1431,2011-06-11,2011,06,11
1432,2011-06-12,2011,06,12
1433,2011-06-13,2011,06,13
1434,2011-06-14,2011,06,14
1435,2011-06-15,2011,06,15
1436,2011-06-16,2011,06,16
1437,2011-06-17,2011,06,17
1438,2011-06-18,2011,06,18
1439,2011-06-19,2011,06,19
1440,2011-06-20,2011,06,20
1441,2011-06-21,2011,06,21
1442,2011-06-22,2011,06,22
1443,2011-06-23,2011,06,23
1444,2011-06-24,2011,06,24
1445,2011-06-25,2011,06,25
1446,2011-06-26,2011,06,26
1447,2011-06-27,2011,06,27
1448,2011-06-28,2011,06,28
1449,2011-06-29,2011,06,29
1450,2011-06-30,2011,06,30
1451,2011-07-01,2011,07,01
1452,2011-07-02,2011,07,02
1453,2011-07-03,2011,07,03
1454,2011-07-04,2011,07,04
1455,2011-07-05,2011,07,05
1456,2011-07-06,2011,07,06
1457,2011-07-07,2011,07,07
1458,2011-07-08,2011,07,08
1459,2011-07-09,2011,07,09
1460,2011-07-10,2011,07,10
1461,2011-07-11,2011,07,11
1462,2011-07-12,2011,07,12
1463,2011-07-13,2011,07,13
1464,2011-07-14,2011,07,14
1465,2011-07-15,2011,07,15
1466,2011-07-16,2011,07,16
1467,2011-07-17,2011,07,17
1468,2011-07-18,2011,07,18
1469,2011-07-19,2011,07,19
1470,2011-07-20,2011,07,20
1471,2011-07-21,2011,07,21
1472,2011-07-22,2011,07,22
1473,2011-07-23,2011,07,23
1474,2011-07-24,2011,07,24
1475,2011-07-25,2011,07,25
1476,2011-07-26,2011,07,26
1477,2011-07-27,2011,07,27
1478,2011-07-28,2011,07,28
1479,2011-07-29,2011,07,29
1480,2011-07-30,2011,07,30
1481,2011-07-31,2011,07,31
1482,2011-08-01,2011,08,01
1483,2011-08-02,2011,08,02
1484,2011-08-03,2011,08,03
1485,2011-08-04,2011,08,04
1486,2011-08-05,2011,08,05
1487,2011-08-06,2011,08,06
1488,2011-08-07,2011,08,07
1489,2011-08-08,2011,08,08
1490,2011-08-09,2011,08,09
1491,2011-08-10,2011,08,10
1492,2011-08-11,2011,08,11
1493,2011-08-12,2011,08,12
1494,2011-08-13,2011,08,13
1495,2011-08-14,2011,08,14
1496,2011-08-15,2011,08,15
1497,2011-08-16,2011,08,16
1498,2011-08-17,2011,08,17
1499,2011-08-18,2011,08,18
1500,2011-08-19,2011,08,19
1501,2011-08-20,2011,08,20
1502,2011-08-21,2011,08,21
1503,2011-08-22,2011,08,22
1504,2011-08-23,2011,08,23
1505,2011-08-24,2011,08,24
1506,2011-08-25,2011,08,25
1507,2011-08-26,2011,08,26
1508,2011-08-27,2011,08,27
1509,2011-08-28,2011,08,28
1510,2011-08-29,2011,08,29
1511,2011-08-30,2011,08,30
1512,2011-08-31,2011,08,31
1513,2011-09-01,2011,09,01
1514,2011-09-02,2011,09,02
1515,2011-09-03,2011,09,03
1516,2011-09-04,2011,09,04
1517,2011-09-05,2011,09,05
1518,2011-09-06,2011,09,06
1519,2011-09-07,2011,09,07
1520,2011-09-08,2011,09,08
1521,2011-09-09,2011,09,09
1522,2011-09-10,2011,09,10
1523,2011-09-11,2011,09,11
1524,2011-09-12,2011,09,12
1525,2011-09-13,2011,09,13
1526,2011-09-14,2011,09,14
1527,2011-09-15,2011,09,15
1528,2011-09-16,2011,09,16
1529,2011-09-17,2011,09,17
1530,2011-09-18,2011,09,18
1531,2011-09-19,2011,09,19
1532,2011-09-20,2011,09,20
1533,2011-09-22,2011,09,22
1534,2011-09-23,2011,09,23
1535,2011-09-24,2011,09,24
1536,2011-09-25,2011,09,25
1537,2011-09-27,2011,09,27
1538,2011-09-29,2011,09,29
1539,2011-09-30,2011,09,30
1540,2011-10-01,2011,10,01
1541,2011-10-02,2011,10,02
1542,2011-10-03,2011,10,03
1543,2011-10-04,2011,10,04
1544,2011-10-05,2011,10,05
1545,2011-10-06,2011,10,06
1546,2011-10-07,2011,10,07
1547,2011-10-08,2011,10,08
1548,2011-10-09,2011,10,09
1549,2011-10-10,2011,10,10
1550,2011-10-11,2011,10,11
1551,2011-10-12,2011,10,12
1552,2011-10-13,2011,10,13
1553,2011-10-14,2011,10,14
1554,2011-10-15,2011,10,15
1555,2011-10-16,2011,10,16
1556,2011-10-17,2011,10,17
1557,2011-10-18,2011,10,18
1558,2011-10-19,2011,10,19
1559,2011-10-20,2011,10,20
1560,2011-10-21,2011,10,21
1561,2011-10-22,2011,10,22
1562,2011-10-23,2011,10,23
1563,2011-10-24,2011,10,24
1564,2011-10-25,2011,10,25
1565,2011-10-27,2011,10,27
1566,2011-10-28,2011,10,28
1567,2011-10-30,2011,10,30
1568,2011-10-31,2011,10,31
1569,2011-11-01,2011,11,01
1570,2011-11-02,2011,11,02
1571,2011-11-03,2011,11,03
1572,2011-11-04,2011,11,04
1573,2011-11-05,2011,11,05
1574,2011-11-06,2011,11,06
1575,2011-11-07,2011,11,07
1576,2011-11-08,2011,11,08
1577,2011-11-11,2011,11,11
1578,2011-11-12,2011,11,12
1579,2011-11-13,2011,11,13
1580,2011-11-14,2011,11,14
1581,2011-11-15,2011,11,15
1582,2011-11-17,2011,11,17
1583,2011-11-18,2011,11,18
1584,2011-11-19,2011,11,19
1585,2011-11-20,2011,11,20
1586,2011-11-22,2011,11,22
1587,2011-11-24,2011,11,24
1588,2011-11-25,2011,11,25
1589,2011-11-26,2011,11,26
1590,2011-11-27,2011,11,27
1591,2011-11-28,2011,11,28
1592,2011-11-29,2011,11,29
1593,2011-11-30,2011,11,30
1594,2011-12-01,2011,12,01
1595,2011-12-02,2011,12,02
1596,2011-12-04,2011,12,04
1597,2011-12-06,2011,12,06
1598,2011-12-07,2011,12,07
1599,2011-12-08,2011,12,08
1600,2011-12-11,2011,12,11
1601,2011-12-12,2011,12,12
1602,2011-12-14,2011,12,14
1603,2011-12-15,2011,12,15
1604,2011-12-16,2011,12,16
1605,2011-12-17,2011,12,17
1606,2011-12-18,2011,12,18
1607,2011-12-21,2011,12,21
1608,2011-12-22,2011,12,22
1609,2011-12-28,2011,12,28
1610,2011-12-29,2011,12,29
1611,2011-12-30,2011,12,30
1612,2011-12-31,2011,12,31
1613,2012-01-02,2012,01,02
1614,2012-01-03,2012,01,03
1615,2012-01-04,2012,01,04
1616,2012-01-05,2012,01,05
1617,2012-01-06,2012,01,06
1618,2012-01-09,2012,01,09
1619,2012-01-10,2012,01,10
1620,2012-01-11,2012,01,11
1621,2012-01-12,2012,01,12
1622,2012-01-13,2012,01,13
1623,2012-01-15,2012,01,15
1624,2012-01-16,2012,01,16
1625,2012-01-17,2012,01,17
1626,2012-01-18,2012,01,18
1627,2012-01-20,2012,01,20
1628,2012-01-21,2012,01,21
1629,2012-01-22,2012,01,22
1630,2012-01-24,2012,01,24
1631,2012-01-25,2012,01,25
1632,2012-01-26,2012,01,26
1633,2012-01-27,2012,01,27
1634,2012-01-28,2012,01,28
1635,2012-01-29,2012,01,29
1636,2012-01-30,2012,01,30
1637,2012-01-31,2012,01,31
1638,2012-02-01,2012,02,01
1639,2012-02-02,2012,02,02
1640,2012-02-05,2012,02,05
1641,2012-02-06,2012,02,06
1642,2012-02-07,2012,02,07
1643,2012-02-08,2012,02,08
1644,2012-02-09,2012,02,09
1645,2012-02-10,2012,02,10
1646,2012-02-12,2012,02,12
1647,2012-02-14,2012,02,14
1648,2012-02-15,2012,02,15
1649,2012-02-16,2012,02,16
1650,2012-02-17,2012,02,17
1651,2012-02-18,2012,02,18
1652,2012-02-19,2012,02,19
1653,2012-02-20,2012,02,20
1654,2012-02-21,2012,02,21
1655,2012-02-22,2012,02,22
1656,2012-02-23,2012,02,23
1657,2012-02-24,2012,02,24
1658,2012-02-25,2012,02,25
1659,2012-02-26,2012,02,26
1660,2012-02-27,2012,02,27
1661,2012-02-28,2012,02,28
1662,2012-02-29,2012,02,29
1663,2012-03-01,2012,03,01
1664,2012-03-02,2012,03,02
1665,2012-03-04,2012,03,04
1666,2012-03-05,2012,03,05
1667,2012-03-06,2012,03,06
1668,2012-03-07,2012,03,07
1669,2012-03-08,2012,03,08
1670,2012-03-09,2012,03,09
1671,2012-03-10,2012,03,10
1672,2012-03-11,2012,03,11
1673,2012-03-12,2012,03,12
1674,2012-03-13,2012,03,13
1675,2012-03-14,2012,03,14
1676,2012-03-15,2012,03,15
1677,2012-03-16,2012,03,16
1678,2012-03-17,2012,03,17
1679,2012-03-19,2012,03,19
1680,2012-03-20,2012,03,20
1681,2012-03-21,2012,03,21
1682,2012-03-22,2012,03,22
1683,2012-03-23,2012,03,23
1684,2012-03-24,2012,03,24
1685,2012-03-25,2012,03,25
1686,2012-03-26,2012,03,26
1687,2012-03-27,2012,03,27
1688,2012-03-28,2012,03,28
1689,2012-03-29,2012,03,29
1690,2012-03-30,2012,03,30
1691,2012-03-31,2012,03,31
1692,2012-04-01,2012,04,01
1693,2012-04-02,2012,04,02
1694,2012-04-03,2012,04,03
1695,2012-04-04,2012,04,04
1696,2012-04-05,2012,04,05
1697,2012-04-06,2012,04,06
1698,2012-04-07,2012,04,07
1699,2012-04-08,2012,04,08
1700,2012-04-09,2012,04,09
1701,2012-04-10,2012,04,10
1702,2012-04-11,2012,04,11
